name,class,surfaceAreaObj,compactnessObj,rectangularityObj,diameterObj,convexityObj,eccentricityObj,A3,D1,D2,D3,D4
D01133_normalized.obj,City,4.9361,0.02704,0.0209,1.91418,0.07289,17.43051,"0.042,0.052,0.059,0.067,0.059,0.056,0.066,0.063,0.051,0.043,0.05,0.045,0.036,0.031,0.027,0.031,0.028,0.025,0.02,0.023,0.017,0.024,0.013,0.012,0.019,0.012,0.01,0.013,0.001,0.005","0.011,0.032,0.038,0.04,0.016,0.004,0.002,0.035,0.024,0.03,0.086,0.05,0.057,0.069,0.108,0.062,0.101,0.073,0.063,0.034,0.034,0.01,0.008,0.004,0.002,0.001,0.003,0.002,0.0,0.001","0.007,0.019,0.046,0.033,0.024,0.034,0.038,0.068,0.075,0.07,0.081,0.052,0.055,0.047,0.046,0.063,0.044,0.059,0.046,0.019,0.023,0.022,0.014,0.009,0.002,0.001,0.0,0.002,0.0,0.001","0.011,0.022,0.025,0.042,0.046,0.057,0.057,0.053,0.063,0.051,0.057,0.049,0.058,0.069,0.049,0.044,0.053,0.044,0.031,0.033,0.017,0.026,0.011,0.011,0.009,0.006,0.001,0.004,0.0,0.001","0.004,0.007,0.015,0.035,0.042,0.058,0.072,0.069,0.08,0.089,0.082,0.079,0.073,0.056,0.058,0.039,0.033,0.018,0.023,0.013,0.021,0.006,0.005,0.007,0.006,0.003,0.005,0.0,0.001,0.001"
D01173_normalized.obj,City,2.26679,0.02127,0.03517,1.82389,0.1214,393.93636,"0.106,0.082,0.076,0.067,0.063,0.055,0.043,0.034,0.038,0.035,0.023,0.031,0.03,0.021,0.025,0.022,0.02,0.015,0.021,0.019,0.015,0.023,0.015,0.02,0.017,0.024,0.02,0.02,0.017,0.003","0.006,0.017,0.043,0.052,0.044,0.063,0.053,0.029,0.063,0.063,0.052,0.054,0.043,0.036,0.032,0.043,0.06,0.1,0.07,0.031,0.023,0.011,0.004,0.001,0.002,0.001,0.001,0.001,0.0,0.002","0.021,0.034,0.03,0.029,0.057,0.061,0.072,0.075,0.079,0.058,0.048,0.06,0.046,0.04,0.044,0.035,0.032,0.02,0.033,0.034,0.022,0.014,0.013,0.012,0.014,0.011,0.003,0.001,0.001,0.001","0.011,0.025,0.042,0.065,0.093,0.075,0.078,0.091,0.075,0.075,0.071,0.07,0.061,0.039,0.028,0.027,0.02,0.018,0.013,0.012,0.004,0.002,0.001,0.0,0.0,0.001,0.002,0.0,0.0,0.001","0.007,0.014,0.021,0.033,0.05,0.064,0.05,0.08,0.088,0.078,0.068,0.08,0.07,0.056,0.055,0.051,0.036,0.031,0.02,0.017,0.011,0.009,0.007,0.0,0.001,0.0,0.001,0.0,0.0,0.002"
D01181_normalized.obj,City,2.79105,0.02343,0.0368,1.45204,0.09011,28.65472,"0.044,0.067,0.097,0.066,0.061,0.06,0.049,0.045,0.042,0.041,0.049,0.034,0.047,0.032,0.036,0.022,0.021,0.025,0.018,0.02,0.016,0.014,0.016,0.025,0.014,0.015,0.013,0.004,0.002,0.005","0.02,0.088,0.117,0.068,0.073,0.086,0.086,0.104,0.075,0.065,0.048,0.055,0.018,0.014,0.006,0.005,0.007,0.007,0.002,0.003,0.005,0.005,0.003,0.01,0.006,0.002,0.005,0.005,0.01,0.002","0.013,0.038,0.058,0.089,0.09,0.08,0.087,0.068,0.073,0.054,0.053,0.043,0.045,0.03,0.027,0.025,0.018,0.015,0.014,0.01,0.016,0.009,0.012,0.011,0.008,0.004,0.004,0.001,0.002,0.003","0.011,0.034,0.049,0.07,0.07,0.088,0.08,0.095,0.081,0.065,0.067,0.051,0.042,0.028,0.014,0.029,0.014,0.016,0.016,0.02,0.007,0.013,0.011,0.006,0.004,0.009,0.005,0.002,0.001,0.002","0.013,0.015,0.039,0.055,0.055,0.076,0.082,0.086,0.073,0.083,0.055,0.058,0.058,0.061,0.036,0.03,0.018,0.028,0.013,0.02,0.013,0.01,0.005,0.007,0.003,0.003,0.001,0.002,0.0,0.002"
D01192_normalized.obj,City,6.32169,0.00154,0.00206,1.86399,0.00506,31.62643,"0.049,0.071,0.083,0.098,0.047,0.057,0.04,0.042,0.046,0.036,0.042,0.034,0.034,0.038,0.036,0.03,0.027,0.02,0.021,0.02,0.019,0.015,0.016,0.015,0.019,0.011,0.011,0.009,0.008,0.006","0.007,0.01,0.014,0.024,0.037,0.027,0.025,0.02,0.032,0.046,0.039,0.037,0.049,0.061,0.052,0.056,0.032,0.031,0.033,0.037,0.039,0.055,0.052,0.047,0.043,0.04,0.031,0.018,0.005,0.001","0.013,0.032,0.035,0.04,0.028,0.065,0.063,0.047,0.062,0.062,0.058,0.056,0.064,0.047,0.049,0.029,0.039,0.031,0.018,0.021,0.028,0.027,0.029,0.015,0.013,0.012,0.01,0.003,0.002,0.002","0.008,0.011,0.019,0.032,0.051,0.062,0.052,0.062,0.085,0.073,0.068,0.072,0.05,0.051,0.057,0.052,0.034,0.035,0.041,0.022,0.019,0.012,0.01,0.008,0.004,0.006,0.001,0.002,0.0,0.001","0.002,0.005,0.014,0.025,0.03,0.055,0.07,0.075,0.079,0.074,0.083,0.069,0.071,0.069,0.062,0.053,0.04,0.027,0.021,0.029,0.009,0.013,0.008,0.004,0.004,0.002,0.001,0.003,0.001,0.002"
D01195_normalized.obj,City,2.56531,0.04854,0.03005,1.98484,0.09057,196.1997,"0.065,0.083,0.062,0.056,0.072,0.056,0.057,0.049,0.036,0.04,0.032,0.041,0.036,0.043,0.029,0.021,0.012,0.017,0.029,0.017,0.008,0.017,0.014,0.015,0.023,0.015,0.013,0.016,0.018,0.008","0.016,0.032,0.033,0.028,0.04,0.041,0.053,0.051,0.043,0.045,0.059,0.048,0.07,0.049,0.03,0.042,0.031,0.039,0.039,0.034,0.032,0.031,0.018,0.037,0.026,0.012,0.002,0.003,0.004,0.012","0.005,0.028,0.036,0.054,0.062,0.072,0.081,0.084,0.077,0.059,0.079,0.06,0.053,0.045,0.039,0.043,0.022,0.021,0.026,0.01,0.013,0.012,0.008,0.001,0.005,0.002,0.002,0.0,0.0,0.001","0.007,0.017,0.041,0.036,0.059,0.053,0.053,0.062,0.068,0.068,0.065,0.065,0.054,0.049,0.041,0.044,0.033,0.033,0.03,0.028,0.026,0.015,0.014,0.009,0.007,0.013,0.003,0.003,0.002,0.002","0.011,0.022,0.036,0.048,0.052,0.07,0.059,0.08,0.075,0.065,0.071,0.072,0.048,0.064,0.054,0.038,0.029,0.033,0.019,0.012,0.017,0.01,0.007,0.002,0.0,0.003,0.001,0.0,0.0,0.002"
m1652_normalized.obj,City,1.9531,0.15022,0.06623,1.89729,0.15997,138.79019,"0.064,0.103,0.082,0.065,0.068,0.059,0.037,0.029,0.037,0.032,0.042,0.025,0.025,0.024,0.021,0.028,0.027,0.022,0.03,0.017,0.021,0.023,0.018,0.016,0.011,0.018,0.008,0.021,0.013,0.014","0.008,0.014,0.012,0.02,0.03,0.029,0.033,0.022,0.028,0.029,0.03,0.044,0.039,0.029,0.042,0.065,0.034,0.049,0.07,0.065,0.067,0.057,0.037,0.04,0.038,0.022,0.02,0.014,0.006,0.007","0.021,0.029,0.03,0.043,0.037,0.057,0.06,0.065,0.059,0.068,0.058,0.051,0.04,0.036,0.033,0.041,0.033,0.03,0.043,0.038,0.027,0.029,0.02,0.021,0.009,0.006,0.007,0.003,0.005,0.001","0.01,0.015,0.04,0.031,0.052,0.054,0.055,0.07,0.061,0.062,0.06,0.053,0.057,0.056,0.061,0.04,0.038,0.027,0.028,0.028,0.023,0.021,0.016,0.015,0.01,0.007,0.005,0.001,0.003,0.001","0.003,0.004,0.013,0.007,0.015,0.038,0.043,0.033,0.049,0.044,0.058,0.084,0.068,0.072,0.064,0.058,0.067,0.057,0.036,0.043,0.029,0.032,0.011,0.027,0.012,0.015,0.007,0.004,0.003,0.004"
m1654_normalized.obj,City,3.77421,0.02348,0.02872,1.72442,0.06176,61.76032,"0.036,0.068,0.08,0.082,0.058,0.067,0.06,0.056,0.052,0.042,0.043,0.03,0.034,0.029,0.034,0.025,0.023,0.025,0.024,0.015,0.013,0.016,0.016,0.015,0.008,0.016,0.01,0.012,0.006,0.005","0.005,0.015,0.017,0.018,0.019,0.02,0.031,0.041,0.041,0.033,0.054,0.053,0.058,0.057,0.068,0.063,0.062,0.062,0.037,0.053,0.052,0.034,0.033,0.027,0.014,0.013,0.008,0.007,0.003,0.002","0.01,0.015,0.033,0.044,0.043,0.048,0.052,0.052,0.055,0.043,0.054,0.072,0.041,0.048,0.045,0.04,0.043,0.045,0.034,0.028,0.024,0.024,0.03,0.014,0.024,0.012,0.01,0.011,0.003,0.003","0.005,0.01,0.017,0.023,0.038,0.062,0.046,0.063,0.062,0.064,0.064,0.052,0.06,0.06,0.045,0.04,0.037,0.049,0.046,0.028,0.03,0.025,0.02,0.018,0.012,0.006,0.003,0.006,0.005,0.004","0.006,0.007,0.018,0.035,0.037,0.051,0.058,0.05,0.085,0.083,0.079,0.085,0.072,0.063,0.053,0.045,0.039,0.031,0.024,0.02,0.013,0.013,0.008,0.009,0.007,0.004,0.002,0.002,0.0,0.001"
m1659_normalized.obj,City,4.90242,0.02487,0.01835,1.93315,0.06443,17.49906,"0.05,0.056,0.063,0.053,0.054,0.064,0.063,0.063,0.059,0.048,0.052,0.03,0.035,0.034,0.031,0.025,0.017,0.021,0.021,0.025,0.02,0.01,0.017,0.019,0.01,0.01,0.017,0.009,0.008,0.016","0.007,0.012,0.039,0.043,0.03,0.011,0.001,0.001,0.003,0.027,0.021,0.019,0.088,0.041,0.058,0.069,0.091,0.065,0.061,0.086,0.072,0.056,0.03,0.025,0.014,0.012,0.013,0.0,0.001,0.004","0.009,0.017,0.031,0.021,0.031,0.024,0.042,0.055,0.065,0.079,0.073,0.05,0.054,0.045,0.055,0.063,0.04,0.047,0.053,0.028,0.035,0.027,0.019,0.017,0.008,0.006,0.002,0.003,0.0,0.001","0.007,0.012,0.015,0.023,0.036,0.044,0.051,0.053,0.054,0.073,0.048,0.047,0.057,0.063,0.053,0.049,0.042,0.042,0.059,0.032,0.028,0.022,0.023,0.023,0.011,0.013,0.01,0.005,0.003,0.002","0.005,0.012,0.025,0.03,0.048,0.092,0.067,0.074,0.1,0.098,0.076,0.084,0.073,0.048,0.036,0.044,0.023,0.013,0.014,0.004,0.007,0.008,0.004,0.006,0.002,0.001,0.002,0.0,0.003,0.001"
m1660_normalized.obj,City,2.26864,0.02094,0.03445,1.82414,0.11963,393.76558,"0.073,0.081,0.065,0.083,0.057,0.046,0.049,0.043,0.042,0.034,0.025,0.018,0.023,0.029,0.022,0.027,0.024,0.022,0.02,0.028,0.018,0.03,0.023,0.017,0.019,0.022,0.018,0.013,0.017,0.012","0.021,0.026,0.048,0.058,0.073,0.048,0.054,0.063,0.079,0.05,0.056,0.033,0.042,0.065,0.084,0.084,0.059,0.044,0.007,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001","0.012,0.037,0.041,0.038,0.038,0.058,0.062,0.07,0.067,0.058,0.057,0.051,0.039,0.055,0.036,0.04,0.034,0.028,0.025,0.018,0.034,0.03,0.012,0.017,0.016,0.011,0.007,0.005,0.002,0.002","0.01,0.03,0.046,0.062,0.077,0.086,0.067,0.068,0.083,0.07,0.062,0.068,0.056,0.05,0.039,0.029,0.032,0.02,0.016,0.011,0.005,0.002,0.002,0.001,0.001,0.002,0.003,0.001,0.0,0.001","0.01,0.01,0.008,0.02,0.027,0.032,0.042,0.061,0.05,0.055,0.071,0.061,0.081,0.067,0.063,0.052,0.055,0.046,0.042,0.036,0.039,0.026,0.014,0.008,0.005,0.006,0.004,0.003,0.003,0.003"
m1661_normalized.obj,City,2.24952,0.00315,0.0048,1.82301,0.01513,517.85687,"0.062,0.07,0.073,0.07,0.068,0.052,0.053,0.036,0.043,0.054,0.025,0.039,0.034,0.034,0.031,0.029,0.031,0.025,0.025,0.017,0.021,0.017,0.009,0.012,0.009,0.016,0.014,0.012,0.009,0.01","0.003,0.01,0.011,0.031,0.045,0.058,0.089,0.045,0.069,0.076,0.063,0.049,0.075,0.049,0.044,0.052,0.055,0.04,0.039,0.019,0.008,0.013,0.014,0.014,0.008,0.004,0.007,0.005,0.003,0.002","0.019,0.034,0.031,0.04,0.064,0.064,0.07,0.075,0.062,0.076,0.083,0.069,0.063,0.037,0.048,0.034,0.037,0.03,0.02,0.014,0.011,0.004,0.005,0.003,0.002,0.004,0.0,0.0,0.0,0.001","0.011,0.043,0.048,0.076,0.084,0.082,0.074,0.068,0.076,0.056,0.058,0.065,0.056,0.04,0.03,0.032,0.032,0.019,0.009,0.011,0.008,0.008,0.004,0.004,0.002,0.0,0.002,0.001,0.0,0.001","0.01,0.014,0.023,0.034,0.036,0.059,0.058,0.064,0.06,0.076,0.075,0.076,0.067,0.056,0.063,0.055,0.038,0.036,0.033,0.018,0.016,0.01,0.01,0.005,0.002,0.002,0.0,0.002,0.001,0.001"
m1662_normalized.obj,City,5.24806,0.0099,0.03319,1.80725,0.07452,112.76407,"0.07,0.06,0.06,0.055,0.058,0.068,0.056,0.053,0.042,0.039,0.045,0.034,0.023,0.041,0.029,0.037,0.029,0.022,0.021,0.014,0.024,0.018,0.018,0.017,0.011,0.013,0.019,0.011,0.006,0.007","0.007,0.005,0.029,0.033,0.031,0.049,0.071,0.041,0.035,0.052,0.066,0.056,0.075,0.074,0.093,0.088,0.028,0.024,0.005,0.008,0.004,0.012,0.012,0.025,0.01,0.012,0.023,0.012,0.015,0.005","0.017,0.02,0.034,0.047,0.04,0.053,0.07,0.076,0.071,0.102,0.06,0.062,0.048,0.051,0.045,0.053,0.039,0.018,0.017,0.018,0.013,0.008,0.012,0.008,0.004,0.008,0.004,0.0,0.001,0.001","0.001,0.017,0.024,0.037,0.042,0.07,0.066,0.076,0.057,0.068,0.065,0.066,0.053,0.055,0.041,0.042,0.036,0.034,0.029,0.026,0.027,0.02,0.008,0.012,0.006,0.01,0.007,0.002,0.002,0.001","0.005,0.009,0.014,0.024,0.028,0.055,0.053,0.061,0.064,0.078,0.071,0.07,0.067,0.077,0.063,0.062,0.053,0.033,0.027,0.032,0.017,0.01,0.009,0.004,0.003,0.005,0.003,0.001,0.001,0.001"
m1664_normalized.obj,City,4.8768,0.08399,0.04857,1.95067,0.1461,15.73211,"0.05,0.062,0.067,0.081,0.054,0.053,0.066,0.04,0.049,0.043,0.04,0.041,0.035,0.033,0.039,0.025,0.034,0.028,0.028,0.018,0.022,0.023,0.012,0.011,0.012,0.009,0.008,0.005,0.007,0.005","0.004,0.007,0.009,0.007,0.007,0.007,0.014,0.016,0.012,0.02,0.033,0.013,0.032,0.047,0.056,0.049,0.044,0.082,0.073,0.08,0.083,0.067,0.052,0.041,0.032,0.03,0.033,0.025,0.012,0.013","0.012,0.029,0.023,0.036,0.033,0.048,0.037,0.04,0.044,0.053,0.059,0.045,0.035,0.053,0.045,0.04,0.057,0.036,0.036,0.039,0.041,0.038,0.028,0.027,0.029,0.009,0.017,0.006,0.004,0.001","0.003,0.012,0.016,0.036,0.028,0.042,0.05,0.059,0.069,0.055,0.045,0.055,0.064,0.041,0.051,0.043,0.035,0.046,0.035,0.035,0.04,0.029,0.031,0.022,0.016,0.016,0.012,0.007,0.004,0.003","0.011,0.012,0.023,0.035,0.054,0.062,0.082,0.082,0.077,0.065,0.079,0.074,0.064,0.047,0.051,0.033,0.042,0.026,0.022,0.012,0.007,0.01,0.006,0.004,0.007,0.005,0.002,0.003,0.002,0.001"
D00005_normalized.obj,ClassicPiano,1.6398,0.29237,0.0253,1.79755,0.05305,3.65519,"0.041,0.054,0.074,0.058,0.072,0.048,0.056,0.057,0.047,0.048,0.038,0.042,0.056,0.033,0.035,0.038,0.02,0.025,0.023,0.025,0.016,0.016,0.017,0.017,0.017,0.012,0.006,0.006,0.002,0.001","0.002,0.0,0.015,0.026,0.042,0.043,0.045,0.044,0.053,0.061,0.057,0.051,0.04,0.052,0.086,0.073,0.05,0.036,0.031,0.026,0.017,0.019,0.015,0.033,0.009,0.011,0.026,0.033,0.001,0.003","0.007,0.029,0.036,0.04,0.03,0.037,0.045,0.052,0.039,0.05,0.058,0.059,0.039,0.044,0.049,0.07,0.062,0.046,0.047,0.054,0.033,0.026,0.027,0.008,0.004,0.004,0.002,0.001,0.001,0.001","0.01,0.017,0.027,0.039,0.042,0.054,0.046,0.068,0.049,0.046,0.055,0.043,0.044,0.036,0.052,0.039,0.03,0.043,0.042,0.047,0.048,0.025,0.024,0.023,0.019,0.018,0.008,0.003,0.0,0.003","0.006,0.016,0.031,0.052,0.067,0.06,0.063,0.065,0.067,0.066,0.054,0.06,0.055,0.053,0.034,0.028,0.033,0.038,0.024,0.024,0.023,0.022,0.018,0.013,0.004,0.007,0.005,0.004,0.004,0.004"
D00009_normalized.obj,ClassicPiano,2.90909,0.14523,0.0382,1.70474,0.10364,4.85162,"0.041,0.023,0.048,0.078,0.075,0.067,0.049,0.052,0.061,0.039,0.055,0.056,0.056,0.049,0.042,0.043,0.03,0.028,0.021,0.018,0.011,0.016,0.004,0.013,0.009,0.003,0.005,0.002,0.003,0.003","0.001,0.0,0.004,0.006,0.012,0.012,0.014,0.018,0.015,0.03,0.027,0.024,0.022,0.045,0.055,0.079,0.117,0.093,0.049,0.084,0.031,0.017,0.017,0.013,0.061,0.076,0.018,0.016,0.025,0.019","0.037,0.008,0.017,0.012,0.024,0.031,0.037,0.042,0.046,0.049,0.054,0.054,0.064,0.053,0.052,0.035,0.039,0.026,0.028,0.024,0.026,0.042,0.044,0.037,0.051,0.037,0.02,0.006,0.003,0.002","0.006,0.011,0.017,0.035,0.026,0.022,0.024,0.019,0.031,0.042,0.024,0.042,0.046,0.055,0.051,0.065,0.043,0.061,0.053,0.054,0.046,0.05,0.036,0.038,0.031,0.021,0.028,0.012,0.007,0.004","0.012,0.023,0.03,0.045,0.051,0.053,0.046,0.054,0.031,0.037,0.054,0.053,0.048,0.045,0.045,0.062,0.038,0.044,0.047,0.043,0.034,0.031,0.025,0.018,0.008,0.007,0.009,0.002,0.003,0.002"
D00034_normalized.obj,ClassicPiano,1.37749,0.5735,0.05962,1.73267,0.14256,9.99023,"0.047,0.056,0.06,0.075,0.054,0.077,0.057,0.039,0.051,0.05,0.047,0.043,0.033,0.04,0.031,0.03,0.039,0.025,0.035,0.026,0.017,0.018,0.015,0.007,0.013,0.004,0.002,0.005,0.002,0.002","0.001,0.001,0.013,0.03,0.027,0.05,0.043,0.065,0.048,0.043,0.062,0.037,0.03,0.027,0.037,0.032,0.025,0.039,0.052,0.051,0.042,0.033,0.05,0.046,0.025,0.003,0.007,0.021,0.03,0.03","0.015,0.033,0.037,0.035,0.04,0.044,0.043,0.053,0.058,0.054,0.05,0.051,0.05,0.053,0.044,0.039,0.035,0.03,0.04,0.032,0.03,0.03,0.026,0.028,0.021,0.011,0.007,0.004,0.004,0.003","0.01,0.024,0.034,0.061,0.044,0.055,0.065,0.049,0.056,0.06,0.042,0.053,0.044,0.065,0.057,0.047,0.047,0.028,0.04,0.03,0.027,0.016,0.01,0.012,0.007,0.005,0.002,0.002,0.005,0.003","0.004,0.007,0.03,0.04,0.046,0.069,0.062,0.069,0.062,0.074,0.07,0.056,0.06,0.046,0.054,0.031,0.038,0.04,0.031,0.036,0.022,0.021,0.01,0.011,0.008,0.001,0.001,0.0,0.0,0.001"
D00092_normalized.obj,ClassicPiano,8.30306,0.06141,0.06552,1.69833,0.13283,5.96878,"0.048,0.061,0.069,0.056,0.06,0.055,0.049,0.047,0.053,0.052,0.036,0.049,0.038,0.043,0.038,0.037,0.03,0.027,0.018,0.025,0.019,0.023,0.014,0.01,0.012,0.012,0.009,0.005,0.004,0.001","0.002,0.007,0.002,0.002,0.006,0.03,0.023,0.048,0.055,0.057,0.067,0.076,0.088,0.096,0.055,0.066,0.06,0.028,0.02,0.033,0.037,0.015,0.014,0.018,0.01,0.031,0.022,0.016,0.007,0.009","0.013,0.011,0.025,0.034,0.042,0.046,0.039,0.045,0.043,0.05,0.045,0.038,0.039,0.052,0.053,0.042,0.033,0.044,0.045,0.043,0.032,0.033,0.031,0.04,0.025,0.023,0.016,0.011,0.005,0.002","0.01,0.018,0.025,0.034,0.034,0.054,0.043,0.055,0.062,0.055,0.063,0.068,0.051,0.045,0.046,0.046,0.043,0.043,0.051,0.044,0.024,0.029,0.018,0.011,0.009,0.007,0.003,0.004,0.003,0.002","0.015,0.019,0.053,0.07,0.063,0.086,0.076,0.066,0.07,0.07,0.05,0.05,0.052,0.034,0.034,0.027,0.027,0.028,0.023,0.026,0.013,0.009,0.008,0.007,0.009,0.005,0.006,0.002,0.0,0.002"
D00120_normalized.obj,ClassicPiano,1.19638,0.28386,0.0117,1.78775,0.03701,6.36478,"0.034,0.049,0.044,0.068,0.069,0.064,0.078,0.059,0.046,0.053,0.059,0.033,0.055,0.033,0.03,0.035,0.023,0.024,0.026,0.019,0.012,0.015,0.013,0.009,0.016,0.013,0.007,0.006,0.005,0.003","0.009,0.03,0.056,0.056,0.05,0.054,0.051,0.04,0.053,0.042,0.06,0.058,0.049,0.046,0.041,0.021,0.056,0.03,0.03,0.038,0.028,0.016,0.019,0.021,0.013,0.016,0.008,0.003,0.002,0.004","0.006,0.013,0.018,0.035,0.055,0.044,0.062,0.061,0.068,0.073,0.072,0.081,0.06,0.054,0.049,0.061,0.033,0.033,0.026,0.018,0.023,0.015,0.01,0.01,0.006,0.003,0.006,0.001,0.002,0.002","0.004,0.002,0.016,0.028,0.036,0.038,0.049,0.049,0.062,0.079,0.071,0.085,0.088,0.059,0.059,0.054,0.049,0.038,0.029,0.032,0.012,0.014,0.014,0.004,0.006,0.003,0.002,0.008,0.008,0.002","0.039,0.008,0.02,0.011,0.025,0.052,0.065,0.083,0.084,0.075,0.08,0.07,0.063,0.086,0.052,0.058,0.037,0.026,0.018,0.013,0.01,0.006,0.008,0.003,0.003,0.003,0.0,0.001,0.0,0.001"
D00190_normalized.obj,ClassicPiano,2.09897,0.20133,0.04072,1.50421,0.1125,10.69997,"0.097,0.091,0.083,0.073,0.063,0.037,0.039,0.05,0.033,0.043,0.024,0.03,0.026,0.022,0.028,0.022,0.022,0.032,0.021,0.03,0.02,0.011,0.018,0.012,0.019,0.01,0.012,0.016,0.013,0.003","0.035,0.039,0.058,0.083,0.078,0.103,0.06,0.084,0.07,0.057,0.05,0.029,0.038,0.027,0.013,0.035,0.031,0.02,0.01,0.009,0.005,0.009,0.008,0.003,0.005,0.01,0.005,0.012,0.006,0.008","0.024,0.05,0.063,0.047,0.049,0.056,0.06,0.038,0.056,0.06,0.055,0.041,0.044,0.041,0.035,0.033,0.033,0.035,0.021,0.04,0.02,0.02,0.017,0.019,0.015,0.012,0.004,0.005,0.005,0.002","0.005,0.045,0.071,0.096,0.079,0.07,0.058,0.065,0.043,0.049,0.044,0.042,0.049,0.037,0.037,0.036,0.031,0.024,0.024,0.024,0.026,0.008,0.009,0.009,0.007,0.006,0.002,0.003,0.0,0.001","0.02,0.075,0.101,0.101,0.102,0.106,0.068,0.056,0.052,0.039,0.042,0.037,0.037,0.026,0.019,0.02,0.018,0.013,0.017,0.019,0.009,0.003,0.005,0.006,0.004,0.001,0.001,0.002,0.0,0.001"
D00233_normalized.obj,ClassicPiano,5.03442,0.02302,0.03019,1.42786,0.07035,6.52075,"0.112,0.05,0.06,0.041,0.064,0.041,0.048,0.035,0.041,0.036,0.057,0.032,0.044,0.051,0.048,0.041,0.027,0.02,0.019,0.014,0.017,0.02,0.021,0.01,0.009,0.014,0.006,0.007,0.008,0.007","0.002,0.002,0.014,0.351,0.041,0.051,0.047,0.051,0.027,0.127,0.067,0.037,0.034,0.002,0.004,0.001,0.0,0.002,0.0,0.0,0.001,0.0,0.001,0.0,0.002,0.003,0.004,0.02,0.09,0.019","0.116,0.028,0.033,0.028,0.026,0.017,0.067,0.041,0.048,0.031,0.097,0.084,0.025,0.027,0.019,0.027,0.015,0.016,0.003,0.013,0.012,0.014,0.014,0.031,0.022,0.092,0.032,0.012,0.008,0.002","0.079,0.068,0.061,0.068,0.042,0.032,0.027,0.033,0.029,0.033,0.047,0.036,0.031,0.026,0.04,0.04,0.023,0.023,0.035,0.035,0.022,0.039,0.031,0.035,0.024,0.008,0.011,0.012,0.003,0.007","0.083,0.085,0.065,0.072,0.073,0.062,0.041,0.047,0.039,0.039,0.03,0.033,0.02,0.024,0.022,0.024,0.023,0.021,0.021,0.025,0.021,0.034,0.029,0.021,0.004,0.006,0.017,0.001,0.009,0.009"
D00254_normalized.obj,ClassicPiano,0.81707,0.18851,0.00828,1.82002,0.01903,12.63917,"0.042,0.07,0.067,0.084,0.053,0.05,0.058,0.05,0.04,0.043,0.041,0.03,0.041,0.038,0.039,0.032,0.025,0.028,0.024,0.019,0.021,0.015,0.021,0.012,0.013,0.015,0.007,0.007,0.011,0.004","0.008,0.007,0.009,0.01,0.02,0.038,0.026,0.021,0.027,0.028,0.032,0.032,0.027,0.042,0.041,0.069,0.098,0.072,0.055,0.082,0.039,0.042,0.017,0.022,0.021,0.019,0.024,0.031,0.026,0.015","0.01,0.02,0.027,0.039,0.022,0.04,0.04,0.05,0.071,0.051,0.058,0.041,0.052,0.039,0.046,0.042,0.033,0.035,0.039,0.024,0.03,0.03,0.033,0.036,0.022,0.036,0.017,0.007,0.008,0.002","0.005,0.007,0.02,0.031,0.025,0.042,0.039,0.042,0.048,0.06,0.057,0.072,0.05,0.065,0.057,0.052,0.066,0.052,0.042,0.035,0.033,0.026,0.023,0.021,0.017,0.003,0.004,0.0,0.004,0.002","0.005,0.011,0.022,0.027,0.047,0.063,0.056,0.086,0.079,0.056,0.078,0.076,0.06,0.053,0.052,0.048,0.039,0.028,0.03,0.019,0.031,0.01,0.004,0.007,0.007,0.001,0.002,0.0,0.002,0.001"
D00279_normalized.obj,ClassicPiano,2.55936,0.26945,0.11844,1.55835,0.28313,11.74307,"0.042,0.08,0.094,0.075,0.062,0.055,0.045,0.036,0.032,0.031,0.027,0.028,0.027,0.022,0.027,0.032,0.023,0.022,0.018,0.03,0.024,0.028,0.027,0.019,0.021,0.013,0.018,0.014,0.017,0.011","0.035,0.069,0.059,0.072,0.086,0.078,0.087,0.088,0.059,0.087,0.059,0.029,0.023,0.008,0.027,0.027,0.016,0.007,0.017,0.002,0.004,0.004,0.009,0.003,0.003,0.002,0.008,0.014,0.011,0.007","0.015,0.047,0.066,0.066,0.077,0.085,0.091,0.077,0.064,0.054,0.055,0.04,0.036,0.033,0.027,0.025,0.018,0.022,0.024,0.011,0.01,0.006,0.008,0.01,0.007,0.004,0.007,0.006,0.005,0.004","0.016,0.035,0.056,0.07,0.091,0.095,0.079,0.097,0.066,0.074,0.058,0.047,0.032,0.039,0.025,0.026,0.021,0.019,0.009,0.011,0.011,0.004,0.004,0.002,0.006,0.002,0.002,0.001,0.001,0.001","0.008,0.021,0.045,0.075,0.11,0.114,0.118,0.098,0.085,0.076,0.049,0.038,0.031,0.026,0.024,0.022,0.015,0.008,0.005,0.008,0.005,0.004,0.006,0.003,0.003,0.001,0.0,0.001,0.0,0.001"
